Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      364    0.001    0.000    0.084    0.000 transformer.py:713(_sa_block)
      364    0.002    0.000    0.033    0.000 transformer.py:722(_ff_block)
        1    0.000    0.000    0.000    0.000 transformer.py:727(TransformerDecoderLayer)
        1    0.000    0.000    0.003    0.003 transformer.py:878(_get_clones)
        1    0.000    0.000    0.003    0.003 transformer.py:880(<listcomp>)
        1    0.000    0.000    0.000    0.000 transformer.py:883(_get_activation_fn)
      270    0.000    0.000    0.000    0.000 transformer.py:892(_detect_is_causal_mask)
        5    0.000    0.000    0.006    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1001(PositiveDefiniteTransform)
     1144    0.000    0.000    0.000    0.000 transforms.py:1006(minpos)
      220    0.000    0.000    0.000    0.000 transforms.py:1017(minposx)
        1    0.000    0.000    0.000    0.000 transforms.py:1021(CatTransform)
      220    0.000    0.000    0.000    0.000 transforms.py:1028(minposy)
        1    0.000    0.000    0.000    0.000 transforms.py:1039(TenCrop)
    58696    0.008    0.000    0.008    0.000 transforms.py:1039(get_points)
      528    0.001    0.000    0.006    0.000 transforms.py:1057(set)
        1    0.000    0.000    0.000    0.000 transforms.py:107(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
     2112    0.004    0.000    0.009    0.000 transforms.py:1087(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1089(LinearTransformation)
   127423    0.030    0.000    0.030    0.000 transforms.py:110(__init__)
     5130    0.006    0.000    0.027    0.000 transforms.py:1109(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1127(StackTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1174(ColorJitter)
        1    0.000    0.000    0.000    0.000 transforms.py:1199(CumulativeDistributionTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1279(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1302(RandomRotation)
     2349    0.002    0.000    0.003    0.000 transforms.py:131(__getstate__)
       37    0.000    0.000    0.000    0.000 transforms.py:1327(__init_subclass__)
      222    0.000    0.000    0.000    0.000 transforms.py:1332(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1338(<genexpr>)
     2349    0.000    0.000    0.000    0.000 transforms.py:134(<dictcomp>)
    12742    0.005    0.000    0.053    0.000 transforms.py:1343(__add__)
    13728    0.003    0.000    0.008    0.000 transforms.py:1358(_iter_break_from_left_to_right)
     2349    0.002    0.000    0.002    0.000 transforms.py:136(__setstate__)
     3168    0.000    0.000    0.000    0.000 transforms.py:1370(depth)
      528    0.001    0.000    0.015    0.000 transforms.py:1384(contains_branch)
        1    0.000    0.000    0.000    0.000 transforms.py:1394(RandomAffine)
      528    0.001    0.000    0.016    0.000 transforms.py:1403(contains_branch_seperately)
     2349    0.000    0.000    0.000    0.000 transforms.py:141(<dictcomp>)
     3168    0.009    0.000    0.081    0.000 transforms.py:1421(__sub__)
        1    0.000    0.000    0.000    0.000 transforms.py:143(PILToTensor)
      176    0.000    0.000    0.004    0.000 transforms.py:1471(__array__)
    11478    0.015    0.000    0.140    0.000 transforms.py:1475(transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1551(Grayscale)
    26368    0.012    0.000    0.035    0.000 transforms.py:157(invalidate)
       88    0.000    0.000    0.003    0.000 transforms.py:1576(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:1586(RandomGrayscale)
      528    0.000    0.000    0.008    0.000 transforms.py:1596(transform_path)
      528    0.000    0.000    0.006    0.000 transforms.py:1605(transform_path_affine)
     3748    0.004    0.000    0.015    0.000 transforms.py:1615(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1624(RandomErasing)
31560/26368    0.019    0.000    0.022    0.000 transforms.py:167(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 transforms.py:1688(TransformWrapper)
      176    0.000    0.000    0.001    0.000 transforms.py:1704(__init__)
      528    0.000    0.000    0.009    0.000 transforms.py:1713(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:172(ConvertImageDtype)
      264    0.001    0.000    0.004    0.000 transforms.py:1722(set)
      704    0.000    0.000    0.000    0.000 transforms.py:1759(<lambda>)
      704    0.000    0.000    0.000    0.000 transforms.py:1760(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1760(GaussianBlur)
    16114    0.003    0.000    0.003    0.000 transforms.py:1761(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1766(AffineBase)
    80127    0.031    0.000    0.050    0.000 transforms.py:1772(__init__)
     8218    0.002    0.000    0.003    0.000 transforms.py:1776(__array__)
7788/7700    0.014    0.000    0.056    0.000 transforms.py:1780(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:1785(LaplaceTransform)
    27438    0.007    0.000    0.050    0.000 transforms.py:1785(transform)
      528    0.001    0.000    0.005    0.000 transforms.py:1802(transform_path_affine)
    27406    0.002    0.000    0.002    0.000 transforms.py:1811(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1816(Affine2DBase)
     7250    0.005    0.000    0.019    0.000 transforms.py:1835(frozen)
     2640    0.002    0.000    0.002    0.000 transforms.py:1839(is_separable)
    27966    0.017    0.000    0.044    0.000 transforms.py:1851(transform_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1858(RandomInvert)
     3168    0.001    0.000    0.005    0.000 transforms.py:1872(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:1889(RandomPosterize)
    39824    0.027    0.000    0.064    0.000 transforms.py:1889(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1922(RandomSolarize)
    66792    0.009    0.000    0.009    0.000 transforms.py:1929(get_matrix)
    24744    0.032    0.000    0.038    0.000 transforms.py:194(set_children)
        1    0.000    0.000    0.000    0.000 transforms.py:1955(RandomAdjustSharpness)
     9278    0.016    0.000    0.034    0.000 transforms.py:1986(rotate)
        1    0.000    0.000    0.000    0.000 transforms.py:1988(RandomAutocontrast)
     9278    0.006    0.000    0.041    0.000 transforms.py:2009(rotate_deg)
        1    0.000    0.000    0.000    0.000 transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:2017(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2019(RandomEqualize)
     4400    0.003    0.000    0.006    0.000 transforms.py:2041(translate)
        1    0.000    0.000    0.000    0.000 transforms.py:2050(ElasticTransform)
    10304    0.014    0.000    0.025    0.000 transforms.py:2054(scale)
    20476    0.003    0.000    0.007    0.000 transforms.py:209(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:2117(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:213(_InverseTransform)
     4928    0.001    0.000    0.001    0.000 transforms.py:2130(get_matrix)
    17574    0.004    0.000    0.007    0.000 transforms.py:2134(transform)
       88    0.000    0.000    0.000    0.000 transforms.py:2162(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:2167(_BlendedMixin)
      528    0.000    0.000    0.008    0.000 transforms.py:2170(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:2180(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2185(BlendedGenericTransform)
      176    0.000    0.000    0.000    0.000 transforms.py:2198(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2202(FourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:222(BboxBase)
     6594    0.002    0.000    0.008    0.000 transforms.py:2222(<lambda>)
     6264    0.002    0.000    0.006    0.000 transforms.py:2230(transform_non_affine)
    10342    0.002    0.000    0.008    0.000 transforms.py:2262(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2263(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2278(BlendedAffine2D)
     2552    0.003    0.000    0.012    0.000 transforms.py:2289(__init__)
     3960    0.001    0.000    0.003    0.000 transforms.py:2315(get_matrix)
     2728    0.002    0.000    0.014    0.000 transforms.py:2331(blended_transform_factory)
        6    0.000    0.000    0.000    0.000 transforms.py:234(_noconds_)
        1    0.000    0.000    0.000    0.000 transforms.py:2345(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2353(SineCosineTypeTransform)
    11510    0.013    0.000    0.037    0.000 transforms.py:2355(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2381(SineTransform)
 3696/352    0.001    0.000    0.004    0.000 transforms.py:2384(_invalidate_internal)
1672/1144    0.001    0.000    0.010    0.000 transforms.py:2399(__eq__)
     1056    0.001    0.000    0.004    0.000 transforms.py:2406(_iter_break_from_left_to_right)
2112/1056    0.001    0.000    0.001    0.000 transforms.py:2412(<lambda>)
35352/19414    0.009    0.000    0.012    0.000 transforms.py:2413(<lambda>)
    11478    0.006    0.000    0.100    0.000 transforms.py:2421(transform_affine)
    12006    0.004    0.000    0.013    0.000 transforms.py:2425(transform_non_affine)
      792    0.000    0.000    0.001    0.000 transforms.py:2434(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:244(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:2440(InverseSineTransform)
19530/14030    0.030    0.000    0.102    0.000 transforms.py:2444(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2458(CompositeAffine2D)
     1144    0.001    0.000    0.005    0.000 transforms.py:246(frozen)
     3150    0.001    0.000    0.021    0.000 transforms.py:250(__array__)
        1    0.000    0.000    0.000    0.000 transforms.py:2500(CosineTransform)
    12742    0.007    0.000    0.047    0.000 transforms.py:2511(composite_transform_factory)
        7    0.000    0.000    0.000    0.000 transforms.py:252(make_wrapper)
     3036    0.001    0.000    0.002    0.000 transforms.py:253(x0)
        1    0.000    0.000    0.000    0.000 transforms.py:2538(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2559(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2581(BboxTransformTo)
     2200    0.002    0.000    0.006    0.000 transforms.py:2589(__init__)
    16016    0.003    0.000    0.007    0.000 transforms.py:2605(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:262(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2620(BboxTransformToMaxOnly)
     2860    0.001    0.000    0.001    0.000 transforms.py:263(y0)
        1    0.000    0.000    0.000    0.000 transforms.py:2640(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2644(HankelTypeTransform)
       88    0.000    0.000    0.000    0.000 transforms.py:2647(__init__)
     2816    0.000    0.000    0.002    0.000 transforms.py:2659(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2670(HankelTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2676(ScaledTranslation)
     2798    0.003    0.000    0.008    0.000 transforms.py:2681(__init__)
     1356    0.002    0.000    4.339    0.003 transforms.py:269(forward)
     7298    0.002    0.000    0.003    0.000 transforms.py:2691(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2702(AffineDeltaTransform)
      352    0.000    0.000    0.000    0.000 transforms.py:273(x1)
        1    0.000    0.000    0.000    0.000 transforms.py:2732(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2732(TransformedPath)
     3044    0.005    0.000    0.012    0.000 transforms.py:2744(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:275(ComposeTransform)
     4628    0.005    0.000    0.022    0.000 transforms.py:2759(_revalidate)
     2622    0.001    0.000    0.023    0.000 transforms.py:2772(get_transformed_points_and_affine)
     2006    0.001    0.000    0.021    0.000 transforms.py:2783(get_transformed_path_and_affine)
     4628    0.001    0.000    0.019    0.000 transforms.py:2799(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2803(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 transforms.py:283(Resize)
      176    0.000    0.000    0.000    0.000 transforms.py:283(y1)
     3696    0.016    0.000    0.029    0.000 transforms.py:2830(nonsingular)
        1    0.000    0.000    0.000    0.000 transforms.py:286(__init__)
    10710    0.017    0.000    0.017    0.000 transforms.py:2910(_interval_contains_close)
     5928    0.004    0.000    0.024    0.000 transforms.py:313(xmin)
     6456    0.003    0.000    0.020    0.000 transforms.py:318(ymin)
     5928    0.003    0.000    0.018    0.000 transforms.py:323(xmax)
     6808    0.004    0.000    0.023    0.000 transforms.py:328(ymax)
       88    0.000    0.000    0.003    0.000 transforms.py:338(max)
        1    0.000    0.000    0.000    0.000 transforms.py:341(MellinTransform)
     5060    0.003    0.000    0.004    0.000 transforms.py:343(intervalx)
     9460    0.005    0.000    0.006    0.000 transforms.py:352(intervaly)
     2796    0.001    0.000    0.002    0.000 transforms.py:361(width)
     3588    0.002    0.000    0.002    0.000 transforms.py:367(height)
        1    0.000    0.000    0.000    0.000 transforms.py:368(CenterCrop)
      264    0.001    0.000    0.001    0.000 transforms.py:373(size)
     1584    0.003    0.000    0.005    0.000 transforms.py:379(bounds)
        1    0.000    0.000    0.000    0.000 transforms.py:399(Pad)
        1    0.000    0.000    0.000    0.000 transforms.py:400(IndependentTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:44(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:463(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 transforms.py:471(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:472(Lambda)
     3344    0.011    0.000    0.058    0.000 transforms.py:474(transformed)
        1    0.000    0.000    0.000    0.000 transforms.py:492(RandomTransforms)
